BitSize,Trial,Sample,NumberOfAttempts
20,4,37,447736
20,4,38,444347
20,4,39,2065433
20,4,40,59304
20,4,41,429856
20,4,42,921737
20,4,43,2523755
20,4,44,805217
20,4,45,1290643
20,4,46,2020377
20,4,47,3616296
20,4,48,206819
20,4,49,142653
20,4,50,323993
22,4,1,7361555
22,4,2,7799288
22,4,3,832946
22,4,4,10144648
22,4,5,266883
22,4,6,4261747
22,4,7,589656
22,4,8,453154
22,4,9,410018
22,4,10,4436983
22,4,11,826467
22,4,12,12034030
22,4,13,1082997
22,4,14,3121221
22,4,15,2261737
22,4,16,13369336
22,4,17,803403
22,4,18,493889
22,4,19,1350263
22,4,20,4730912
22,4,21,5907834
22,4,22,4263432
22,4,23,7119510
22,4,24,684722
22,4,25,673085
22,4,26,1847611
22,4,27,7071650
22,4,28,54346
22,4,29,5874816
22,4,30,3024108
22,4,31,4612354
22,4,32,14149686
22,4,33,12003773
22,4,34,116342
22,4,35,8908221
22,4,36,849169
22,4,37,5794447
22,4,38,4636305
22,4,39,6492345
22,4,40,8038061
22,4,41,3341729
22,4,42,1423820
22,4,43,3691740
22,4,44,253246
22,4,45,1869294
22,4,46,309259
22,4,47,9845042
22,4,48,178395
22,4,49,371205
22,4,50,885932
