BitSize,Trial,Sample,NumberOfAttempts
16,1,39,403
16,1,40,249
16,1,41,372
16,1,42,213
16,1,43,312
16,1,44,670
16,1,45,368
16,1,46,376
16,1,47,95
16,1,48,361
16,1,49,757
16,1,50,376
18,1,1,409
18,1,2,778
18,1,3,357
18,1,4,367
18,1,5,590
18,1,6,1232
18,1,7,513
18,1,8,326
18,1,9,437
18,1,10,1272
18,1,11,550
18,1,12,334
18,1,13,363
18,1,14,762
18,1,15,308
18,1,16,949
18,1,17,272
18,1,18,790
18,1,19,1079
18,1,20,771
18,1,21,532
18,1,22,1247
18,1,23,1239
18,1,24,405
18,1,25,184
18,1,26,1139
18,1,27,865
18,1,28,410
18,1,29,1473
18,1,30,748
18,1,31,410
18,1,32,521
18,1,33,673
18,1,34,1866
18,1,35,191
18,1,36,701
18,1,37,872
18,1,38,524
18,1,39,1472
18,1,40,847
18,1,41,122
18,1,42,371
18,1,43,520
18,1,44,307
18,1,45,963
18,1,46,544
18,1,47,153
18,1,48,271
18,1,49,166
18,1,50,361
20,1,1,1269
20,1,2,667
20,1,3,812
20,1,4,1599
20,1,5,2495
20,1,6,808
20,1,7,1252
20,1,8,2326
20,1,9,1201
20,1,10,2870
20,1,11,2013
20,1,12,674
20,1,13,2872
20,1,14,485
20,1,15,1480
20,1,16,1084
20,1,17,970
20,1,18,569
20,1,19,426
20,1,20,2144
20,1,21,662
20,1,22,1083
20,1,23,634
20,1,24,1030
20,1,25,1233
20,1,26,451
20,1,27,704
20,1,28,1782
20,1,29,1519
20,1,30,9
20,1,31,2202
20,1,32,847
20,1,33,899
20,1,34,1158
20,1,35,1051
20,1,36,1729
20,1,37,379
20,1,38,1885
20,1,39,334
20,1,40,650
20,1,41,1457
20,1,42,744
20,1,43,1530
20,1,44,579
20,1,45,974
20,1,46,775
20,1,47,378
20,1,48,1202
20,1,49,1710
20,1,50,1493
22,1,1,6168
22,1,2,1643
22,1,3,1631
22,1,4,2816
22,1,5,1068
22,1,6,617
22,1,7,1648
22,1,8,1610
22,1,9,1541
22,1,10,4289
22,1,11,1966
22,1,12,2896
22,1,13,5248
22,1,14,3077
22,1,15,3737
22,1,16,4425
22,1,17,673
22,1,18,3173
22,1,19,2989
22,1,20,2300
22,1,21,2713
22,1,22,2183
22,1,23,3083
22,1,24,3438
22,1,25,1889
22,1,26,3369
22,1,27,2623
22,1,28,3286
22,1,29,5013
22,1,30,2658
22,1,31,4469
22,1,32,1757
22,1,33,3778
22,1,34,4685
22,1,35,2550
22,1,36,3412
22,1,37,4507
22,1,38,3758
22,1,39,1143
22,1,40,3109
22,1,41,690
22,1,42,2068
22,1,43,1880
22,1,44,4096
22,1,45,3196
22,1,46,3337
22,1,47,1770
22,1,48,665
22,1,49,2819
22,1,50,2542
