BitSize,Trial,Sample,NumberOfAttempts
14,3,25,195
14,3,26,71
14,3,27,128
14,3,28,256
14,3,29,152
14,3,30,280
14,3,31,239
14,3,32,183
14,3,33,158
14,3,34,97
14,3,35,173
14,3,36,126
14,3,37,328
14,3,38,189
14,3,39,159
14,3,40,152
14,3,41,219
14,3,42,243
14,3,43,177
14,3,44,112
14,3,45,326
14,3,46,109
14,3,47,190
14,3,48,293
14,3,49,275
14,3,50,328
16,3,1,126
16,3,2,333
16,3,3,209
16,3,4,207
16,3,5,383
16,3,6,402
16,3,7,450
16,3,8,81
16,3,9,394
16,3,10,178
16,3,11,341
16,3,12,96
16,3,13,292
16,3,14,277
16,3,15,203
16,3,16,358
16,3,17,225
16,3,18,128
16,3,19,526
16,3,20,513
16,3,21,341
16,3,22,273
16,3,23,334
16,3,24,562
16,3,25,639
16,3,26,481
16,3,27,349
16,3,28,497
16,3,29,382
16,3,30,299
16,3,31,203
16,3,32,398
16,3,33,183
16,3,34,467
16,3,35,203
16,3,36,340
16,3,37,163
16,3,38,259
16,3,39,330
16,3,40,257
16,3,41,278
16,3,42,408
16,3,43,618
16,3,44,474
16,3,45,533
16,3,46,295
16,3,47,79
16,3,48,207
16,3,49,149
16,3,50,361
18,3,1,556
18,3,2,1224
18,3,3,921
18,3,4,349
18,3,5,1459
18,3,6,736
18,3,7,1181
18,3,8,243
18,3,9,883
18,3,10,1343
18,3,11,1680
18,3,12,955
18,3,13,374
18,3,14,541
18,3,15,269
18,3,16,754
18,3,17,821
18,3,18,597
18,3,19,581
18,3,20,481
18,3,21,529
18,3,22,505
18,3,23,665
18,3,24,911
18,3,25,888
18,3,26,1230
18,3,27,1031
18,3,28,304
18,3,29,371
18,3,30,440
18,3,31,598
18,3,32,805
18,3,33,644
18,3,34,757
18,3,35,1184
18,3,36,1236
18,3,37,577
18,3,38,1059
18,3,39,1079
18,3,40,716
18,3,41,430
18,3,42,992
18,3,43,831
18,3,44,847
18,3,45,591
18,3,46,561
18,3,47,1089
18,3,48,756
18,3,49,221
18,3,50,1238
20,3,1,1181
20,3,2,1986
20,3,3,1263
20,3,4,280
20,3,5,1479
20,3,6,2078
20,3,7,1510
20,3,8,1106
20,3,9,41
20,3,10,1271
20,3,11,1379
20,3,12,2810
20,3,13,1767
20,3,14,983
20,3,15,3525
20,3,16,852
20,3,17,2709
20,3,18,561
20,3,19,862
20,3,20,260
20,3,21,1140
20,3,22,1281
20,3,23,2493
20,3,24,2754
20,3,25,1085
20,3,26,2121
20,3,27,880
20,3,28,452
20,3,29,689
20,3,30,579
20,3,31,1763
20,3,32,269
20,3,33,797
20,3,34,2081
20,3,35,752
20,3,36,1573
20,3,37,1981
20,3,38,577
20,3,39,824
20,3,40,1951
20,3,41,1458
20,3,42,634
20,3,43,1355
20,3,44,1157
20,3,45,1457
20,3,46,860
20,3,47,2798
20,3,48,2171
20,3,49,1391
20,3,50,1898
22,3,1,1783
22,3,2,2555
22,3,3,1951
22,3,4,4396
22,3,5,2469
22,3,6,2051
22,3,7,3142
22,3,8,4885
22,3,9,4144
22,3,10,2735
22,3,11,1477
22,3,12,1533
22,3,13,2112
22,3,14,4059
22,3,15,3623
22,3,16,1409
22,3,17,3521
22,3,18,2287
22,3,19,2124
22,3,20,3955
22,3,21,2943
22,3,22,1274
22,3,23,2798
22,3,24,2957
22,3,25,1149
22,3,26,710
22,3,27,2455
22,3,28,2141
22,3,29,2809
22,3,30,2547
22,3,31,4376
22,3,32,4454
22,3,33,1674
22,3,34,3076
22,3,35,2862
22,3,36,1051
22,3,37,2332
22,3,38,3845
22,3,39,1705
22,3,40,2894
22,3,41,1685
22,3,42,2699
22,3,43,441
22,3,44,2929
22,3,45,2753
22,3,46,3216
22,3,47,4017
22,3,48,728
22,3,49,907
22,3,50,1801
